Region,County,Town,102_1,102_2,102_3,102_4,102_5,102_6,102_7,102_8,102_9,102_10,102_11,102_12,103_1,103_2,103_3,103_4,103_5,103_6,103_7,103_8,103_9,103_10,103_11,103_12,104_1,104_2,104_3,104_4,104_5,104_6,104_7,104_8,104_9,104_10,104_11,104_12,Factory_cnt_102,Factory_cnt_103,Factory_cnt_104,Factory_employee_102,Factory_employee_103,Factory_employee_104,Factory_to_102,Factory_to_103,Factory_to_104,To_employee_102,To_employee_103,To_employee_104,To_factory_102,To_factory_103,To_factory_104,
A100100505,嘉義縣,民雄鄉,985984.20,867642.00,988943.93,992285.01,1155101.19,1203372.97,1315425.83,1274977.99,1143498.21,1122199.34,776989.56,173555.06,649390.127,571999.6134,721025.946,744712.429,868887.14,997911.0232,964424.1208,868198.0946,774183.2516,746444.5483,663996.0317,715396.4505,644784.39,591484.43,685230.19,735770.08,845890.99,966784.08,948149.71,911948.09,800555.33,775891.89,686614.65,689733.51,5,5,4,147,117,99,557,503,443,3788,4298,4475,111.4,100.6,110.8,
A100100506,嘉義縣,民雄鄉,726621.65,651234.68,754677.92,770012.42,954348.33,1011903.95,1061909.26,1035067.39,940244.54,906171.69,515983.18,189794.27,558110.3339,493963.9408,626394.1342,639332.074,789371.7798,879003.9413,831636.0154,761442.4644,709335.5972,698406.1979,584569.5367,625587.1721,554151.99,510790.52,595296.43,631655.11,768480.10,851585.96,817602.37,799812.86,733498.68,725958.42,604482.54,603145.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A100100507,嘉義縣,民雄鄉,815071.59,732228.80,813328.65,789140.24,959736.30,1029825.59,1020349.11,987012.61,936915.96,954033.37,543710.94,179055.37,545323.8268,498896.0805,596669.1078,613592.0938,735188.6065,801934.8647,762457.2311,691768.8097,643495.848,660070.9296,575580.2705,598376.813,541456.17,515890.67,567047.12,606224.21,715730.95,776920.83,749590.96,726628.23,665416.14,686110.82,595187.06,576911.64,10,10,7,257,226,195,729,868,726,2837,3842,3726,72.9,86.8,103.8,
A100100508,嘉義縣,民雄鄉,669010.69,677500.20,719159.11,670001.77,738299.57,784747.80,843106.39,790520.90,747300.18,689053.49,594386.17,184731.33,549695.2507,473056.2195,595670.512,550417.7092,608169.1734,614217.3507,688440.5485,545166.9496,528111.4566,475665.7209,439425.3834,458617.2098,545796.59,489170.59,566098.10,543808.41,592073.24,595058.62,676823.29,572638.85,546101.25,494430.80,454394.14,442165.54,15,14,15,173,153,227,381,417,679,2202,2723,2989,25.4,29.8,45.2,
A100100509,嘉義縣,民雄鄉,740382.70,667185.63,752937.73,741235.15,945881.00,971373.21,990370.40,994946.04,957900.08,937504.82,558305.93,248673.53,578231.3603,545454.5449,630163.791,632431.4528,773171.1916,862575.5967,779264.235,732015.852,662898.4212,701828.238,566303.2757,612630.6618,574130.31,564035.12,598878.94,624837.35,752708.28,835670.05,766114.35,768903.39,685479.65,729515.46,585594.05,590654.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A100100510,嘉義縣,民雄鄉,628633.06,574500.82,623727.53,612902.71,697765.84,744174.53,801356.67,790276.30,708874.29,690213.44,466479.51,170283.48,450958.3387,389293.8726,491963.9172,490697.5319,578238.502,627634.7579,617353.0043,552963.0602,516867.7273,497483.0348,465436.1234,495475.6895,447759.96,402554.93,467540.08,484805.34,562934.72,608057.51,606935.33,580827.82,534474.51,517108.81,481290.92,477701.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A100100511,嘉義縣,民雄鄉,463108.06,416737.71,448701.94,449536.41,512057.66,541966.40,604791.54,574299.23,527085.17,522497.45,312916.57,168808.71,407433.9964,366044.6143,416453.3824,446491.9507,504956.4847,571277.9402,592887.5867,562924.2298,446988.8969,487874.1083,362519.9886,418064.6343,404544.31,378513.70,395778.31,441130.57,491592.20,553458.58,582882.76,591290.95,462215.30,507120.81,374869.01,403067.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A100100512,嘉義縣,民雄鄉,892899.10,783570.02,869509.43,946189.90,1069671.62,1144074.55,1210614.18,1140874.11,1054045.50,987604.04,845604.10,369450.51,779350.1762,657359.269,810266.8111,824995.5416,968155.6308,1031472.527,1123495.276,940523.4933,900796.9533,846770.5245,772349.1588,812716.363,773822.71,679751.81,770040.64,815089.17,942532.22,999298.73,1104536.58,987918.09,931482.05,880175.74,798658.76,783562.33,9,8,6,119,102,91,140,138,130,1179,1351,1434,15.6,17.2,21.7,
A100100513,嘉義縣,民雄鄉,509787.79,515509.13,503666.73,461122.32,545401.42,546520.35,579080.41,554366.87,512730.67,501363.10,364798.78,192882.21,434331.9073,411911.9419,479900.9123,460528.701,520776.0075,526495.4915,528182.8813,451601.9985,412158.3289,396599.3791,353096.4458,356657.7977,431251.45,425943.47,456075.95,454998.77,506993.04,510072.99,519269.93,474359.00,426198.25,412245.28,365124.46,343863.65,10,8,8,77,71,61,115,142,232,1497,2005,3799,11.5,17.8,29,
A100100514,嘉義縣,民雄鄉,980934.24,903828.26,990668.19,940845.73,1062859.94,1089055.76,1103679.15,1094202.68,1019088.67,1000803.20,708807.21,294198.47,665110.2706,692096.1968,737907.5849,767080.0952,815991.5338,891384.7652,809168.5629,768898.9208,667299.4817,704671.7221,587078.2199,655787.8509,660393.04,715672.03,701273.73,757869.16,794395.33,863580.60,795514.05,807645.06,690030.63,732471.12,607076.68,632263.21,11,11,9,130,90,80,262,343,330,2014,3815,4123,23.8,31.2,36.6,
A100100515,嘉義縣,民雄鄉,345172.83,309840.99,332876.47,339668.75,420921.65,419825.98,478293.63,469128.47,390023.64,373314.17,66569.86,64129.26,348109.4428,303259.9553,344321.3978,336524.0292,448114.2357,448087.6149,507716.8014,470636.6973,374857.1797,386215.7545,301640.472,295430.6158,345640.51,313590.32,327227.36,332483.12,436254.35,434110.82,499149.21,494352.89,387626.46,401452.02,311915.67,284832.83,15,14,13,357,351,355,960,1042,979,2688,2970,2757,64,74.5,75.3,
A100100516,嘉義縣,民雄鄉,431620.17,384494.92,428510.22,438017.62,516971.52,558276.42,599694.16,584870.73,504397.16,488606.50,213097.83,73970.25,339889.9468,336616.737,358038.554,396609.0777,442675.3696,511285.087,517353.8542,507845.235,376362.7339,433793.0534,317888.4931,346606.4421,337479.31,348083.38,340263.52,391846.68,430959.43,495337.03,508623.64,533436.43,389183.30,450906.25,328717.17,334172.86,19,18,17,329,308,310,635,603,605,1930,1959,1951,33.4,33.5,35.6,
A100100517,嘉義縣,民雄鄉,692742.38,602461.13,693316.56,656930.35,778009.51,824434.21,887821.03,875661.37,791013.80,780389.91,414367.51,128365.06,405478.5375,413607.2329,442553.6874,505634.0464,550712.5031,649310.3553,580367.5238,595323.8663,459417.3783,533956.8574,395975.6906,460944.3809,402602.72,427696.51,420582.85,499562.50,536137.23,629057.00,570573.97,625323.26,475067.15,555021.53,409464.36,444409.23,14,13,12,169,149,165,446,518,405,2638,3480,2454,31.8,39.9,33.7,
A100100519,嘉義縣,民雄鄉,628130.30,572046.49,640753.60,669180.99,789719.35,871444.33,938548.50,903475.29,800911.12,729922.18,391106.17,89140.77,579443.3664,517083.9325,618754.8368,613738.3399,764531.5942,816359.0453,917308.7306,791118.46,687029.1139,682471.2344,585695.0759,541894.6977,575333.72,534698.08,588036.39,606368.70,744297.34,790895.09,901829.38,830984.28,710432.34,709394.82,605646.42,522455.67,7,6,5,228,276,280,566,729,703,2482,2643,2510,80.8,121.6,140.6,
A100100520,嘉義縣,民雄鄉,1354727.35,1151963.66,1398167.18,1421544.51,1608168.62,1757770.35,1888155.68,1812051.10,1644799.31,1635470.86,1061548.87,73910.97,497019.0901,393107.0394,512114.063,440915.3986,641518.9661,571357.0684,733823.189,597849.1528,554061.4461,500918.0432,473635.7289,393549.717,493494.03,406497.99,486689.86,435620.98,624540.39,553535.24,721440.11,627975.80,572935.21,520679.33,489769.84,379432.17,174,174,172,7919,8026,8480,41206,43425,44778,5203,5410,5280,236.8,249.6,260.3,
A100100521,嘉義縣,民雄鄉,927681.84,800131.94,947046.11,1010340.59,1099606.30,1309695.18,1314342.44,1258000.33,1181206.62,1064115.09,889002.91,85138.64,465864.0057,392101.6668,528182.0055,490914.2037,610889.2228,687758.9684,775773.8252,566830.9818,616776.564,507720.2742,541137.1832,437821.2398,462559.91,405458.37,501960.10,485019.41,594721.30,666306.32,762682.84,595394.57,637786.68,527749.91,559570.69,422115.57,77,78,68,3308,3561,3523,17264,18012,17551,5219,5058,4982,224.2,230.9,258.1,
A100100522,嘉義縣,民雄鄉,350959.83,319822.99,342235.87,350052.59,392549.89,463375.61,483300.93,444458.42,422680.17,367181.89,340372.00,112946.33,314572.1729,255231.4664,331545.6482,323302.1942,375667.5259,438899.6944,492241.4284,399147.0915,384719.7087,333696.8718,309796.8693,319708.8528,312341.10,263925.77,315085.87,319420.05,365725.03,425209.49,483934.98,419260.80,397824.95,346861.26,320349.91,308240.15,8,8,8,38,64,59,90,42,39,2380,662,657,11.3,5.3,4.8,
A100100523,嘉義縣,民雄鄉,303861.87,279855.17,316738.48,329112.59,360781.03,449647.13,461653.40,466052.77,435357.26,343191.12,306805.89,99411.90,307368.5217,256415.6383,336728.0306,335284.8291,393039.9994,483633.0725,517205.1041,405926.0482,420826.6479,326633.9356,341364.9229,303062.4474,305188.54,265150.28,320010.97,331258.80,382637.72,468547.54,508477.40,426381.36,435161.85,339519.69,352993.31,292190.89,5,0,0,40,0,0,48,0,0,1208,0,0,9.7,0,0,
A100100524,嘉義縣,民雄鄉,819973.11,716524.54,815531.09,879094.94,1063766.04,1074883.72,1151604.57,1122335.56,1003339.17,1015189.25,455655.18,108999.07,544600.0636,565771.4036,571747.6263,668479.156,715340.7695,822771.7923,782617.5819,829285.2498,580699.6229,731628.1955,483863.9024,588822.7567,540737.54,585044.06,543362.88,660452.20,696408.41,797107.81,769411.11,871074.36,600480.80,760491.03,500346.43,567700.31,27,25,23,432,404,336,896,1617,1405,2075,4002,4181,33.2,64.7,61.1,
A100100525,嘉義縣,民雄鄉,723904.77,660164.38,733330.62,747349.90,792998.73,956452.87,974959.16,931283.26,875013.81,781490.67,663388.81,122163.14,616162.1307,475401.2766,686709.5483,569744.9162,767352.2975,726862.3347,919829.915,619291.3534,721774.8903,576631.5738,650912.0302,512036.5668,611792.06,491595.53,652617.45,562903.54,747043.39,704189.97,904308.02,650498.51,746361.71,599379.77,673084.95,493668.62,14,13,13,387,551,596,3225,3743,5455,8332,6793,9153,230.3,287.9,419.6,
A100100601,嘉義縣,溪口鄉,342614.24,356504.66,349156.94,294072.08,348534.70,395225.27,413756.00,427713.83,403160.84,403029.57,300011.41,151668.72,282977.3295,278251.9381,357039.9476,343208.7884,381640.4978,340969.9807,365619.7499,331346.557,326314.6029,299638.3935,279067.4386,242723.9341,280970.34,287730.42,339314.49,339087.61,371539.92,330334.41,359450.01,348043.68,337430.31,311459.17,288573.70,234016.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A100100602,嘉義縣,溪口鄉,2724.06,4176.77,3249.80,1529.79,1433.05,1095.00,1528.52,2256.44,2577.61,3432.30,2012.41,293.90,1569.410896,2441.956255,3185.601032,3032.291109,2697.389683,586.5146245,1030.875765,1491.73872,1657.720757,2102.650158,1775.508394,574.508978,1558.28,2525.14,3027.45,2995.88,2626.00,568.22,1013.48,1566.91,1714.19,2185.60,1835.99,553.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A100100603,嘉義縣,溪口鄉,385207.09,361503.87,400494.27,372923.69,382313.93,401355.28,437915.06,432118.04,415084.70,399129.32,325861.51,205108.60,341177.6295,321287.8946,412740.0414,389614.1339,405341.0927,410514.7173,429279.8885,375710.4064,337850.2772,333891.7825,298350.8413,319422.1584,338757.86,332232.37,392249.32,384935.73,394613.25,397709.90,422035.90,394643.10,349358.94,347063.86,308513.98,307963.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A100100604,嘉義縣,溪口鄉,548374.40,508968.54,561422.02,540431.04,646943.41,708250.17,721339.66,702696.97,649558.48,626406.95,472772.41,328147.52,423927.4849,386238.8597,466233.1376,444810.2876,535729.1916,605931.9414,590309.4309,529156.237,488409.3544,458842.7494,425169.714,415520.6973,420920.82,399395.85,443086.72,439469.10,521550.47,587031.65,580348.11,555821.33,505046.72,476944.16,439652.86,400615.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A100100605,嘉義縣,溪口鄉,695838.28,658191.75,689562.49,623383.54,690342.41,740702.48,765948.23,733061.13,680032.52,676116.93,637427.54,441010.26,446738.0869,433999.8895,514516.2195,498028.6322,553094.7111,550253.0807,554915.5482,498860.863,481947.0876,449262.1937,424746.2588,382534.2463,443569.64,448783.83,488972.76,492048.41,538456.39,533089.53,545551.49,523999.32,498364.32,466985.65,439214.98,368811.85,10,10,10,102,133,121,470,479,633,4611,3602,5230,47,47.9,63.3,
A100100606,嘉義縣,溪口鄉,538262.38,498425.82,560583.33,561183.86,600206.02,640181.53,729974.55,695787.26,635855.59,614060.25,515398.06,276773.40,376085.0672,350328.1752,450288.707,444930.3695,486278.869,511182.6209,555342.3911,478965.333,422731.8097,417221.5419,349106.3364,385711.3774,373417.72,362261.89,427933.86,439587.74,473408.91,495237.76,545971.13,503101.22,437131.91,433680.99,360998.43,371875.01,0,4,4,0,49,53,0,114,175,0,2325,3297,0,28.5,43.7,
A100100607,嘉義縣,溪口鄉,1057001.24,1021477.58,1076524.45,930507.01,1025289.77,1047920.52,1156357.43,1194345.95,1076700.94,1073366.48,786095.05,407767.77,651541.8378,622355.9458,699918.8625,705577.4241,785405.3124,772755.6641,746020.3428,696742.935,637042.7295,616656.9761,581970.9944,550699.5171,646920.84,643556.12,665170.98,697105.00,764618.61,748651.79,733431.44,731853.01,658743.20,640984.18,601795.48,530944.64,19,20,19,317,324,363,558,612,664,1760,1888,1830,29.4,30.6,35,
A100100701,嘉義縣,新港鄉,374327.75,333407.89,360800.94,352871.08,380169.02,401884.01,447554.30,430127.85,394900.81,378411.56,325408.95,168002.57,307796.3359,290471.7671,366042.6627,367804.1847,411632.9545,413523.2497,419467.1307,374760.7321,328517.7442,327797.0409,279908.5371,319982.6029,305613.32,300366.51,347870.26,363387.67,400738.59,400624.59,412388.73,393645.57,339708.50,340728.68,289443.45,308504.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A100100702,嘉義縣,新港鄉,750214.03,731433.20,835588.57,792355.49,830582.86,861311.82,925703.35,876068.89,844744.59,836444.65,764842.18,377351.71,527458.398,488403.407,622250.4485,597525.9752,646552.967,638200.258,674903.423,573669.0879,512938.1365,511748.6733,462921.8119,498307.0158,523717.45,505040.57,591358.46,590351.01,629441.16,618293.45,663514.60,602577.26,530411.06,531937.23,478690.96,480431.58,8,8,8,92,95,110,221,223,224,2398,2352,2040,27.6,27.9,28,
A100100703,嘉義縣,新港鄉,271891.75,247372.95,275891.75,277688.59,325265.98,357803.36,380270.58,374130.91,337438.54,321395.53,224747.54,77142.03,267074.7923,231463.9038,295700.8733,285062.5608,337544.3396,372249.0197,384360.424,330694.6669,305590.4098,290131.9058,263868.0272,274620.5087,265180.59,239348.58,281020.63,281639.59,328610.82,360637.79,377874.44,347358.94,316000.16,301577.65,272856.53,264769.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A100100704,嘉義縣,新港鄉,598880.67,548104.75,606630.96,590012.60,756083.41,829177.77,844781.96,827453.23,723354.02,680067.34,396791.01,167978.74,518034.4898,461820.1204,559401.4322,542814.9468,681214.0752,767092.8283,754844.7321,695102.8707,611649.1754,591851.5439,515960.5111,544570.64,514360.38,477551.74,531629.62,536296.94,663184.92,743165.59,742106.92,730130.30,632484.63,615200.17,533536.39,525035.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A100100705,嘉義縣,新港鄉,443842.27,406280.41,457150.00,441603.46,565876.04,613037.42,633215.21,628037.44,541436.87,521716.14,271523.51,109226.92,421473.1981,385087.1906,468349.9479,462227.8743,570474.6626,638341.2251,607286.3115,568361.9821,496389.6021,493594.373,423563.0926,447446.7908,418483.94,398204.95,445098.44,456677.54,555376.36,618430.02,597038.51,597002.72,513298.81,513066.74,437991.51,431395.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A100100706,嘉義縣,新港鄉,566983.74,474593.19,527112.88,546747.49,679514.29,822229.18,849528.84,801514.63,720577.06,671964.03,540099.54,209368.16,442973.6682,399538.4861,490230.9637,488929.9876,570779.182,647786.4,680979.3934,597053.4592,556572.4213,527798.6207,452997.9134,486536.1369,439831.92,413148.52,465893.16,483059.02,555672.82,627580.58,669488.04,627140.01,575531.72,548620.35,468429.01,469082.95,4,4,4,9,9,8,21,18,17,2299,1964,2117,5.2,4.4,4.2,
A100100707,嘉義縣,新港鄉,981538.21,903883.00,1036872.50,1041398.49,1216527.22,1325082.91,1421627.47,1362631.34,1216821.49,1165465.80,868878.18,392196.12,635333.9651,587033.2421,735279.5337,755317.5227,872017.3036,928058.1244,964646.9612,843911.9835,742960.4956,721564.2784,635058.6944,695122.6002,630827.92,607030.17,698776.15,746247.83,848938.31,899110.04,948368.79,886438.16,768268.99,750030.09,656691.58,670186.93,19,20,19,237,278,282,983,1055,1129,4148,3795,4002,51.7,52.7,59.4,
A100100708,嘉義縣,新港鄉,434938.44,407593.47,460313.35,467452.01,536357.95,565138.12,600088.52,549388.62,498179.35,483899.40,410169.82,223840.92,343925.0655,324525.8071,418272.2512,419553.4084,485403.6965,489998.0805,509310.2606,431567.9106,380669.8642,375214.8998,315650.3056,349240.0145,341485.81,335580.58,397506.88,414515.50,472556.90,474714.01,500715.78,453315.36,393637.15,390017.18,326402.74,336711.96,7,8,8,97,83,88,267,296,286,2749,3569,3250,38.1,37,35.7,
A100100709,嘉義縣,新港鄉,341041.68,318226.12,354390.67,346588.23,423332.60,463523.09,477607.61,467310.81,410376.27,382835.09,281773.46,198683.02,308277.8712,277492.4496,337756.1839,325268.8291,397277.7773,457806.9308,445806.4195,391382.3977,354753.6927,326380.4362,297938.8166,293887.3762,306091.44,286945.06,320988.08,321363.07,386763.34,443526.97,438283.55,411104.83,366838.16,339256.19,308087.92,283344.95,5,0,0,41,0,0,117,0,0,2843,0,0,23.3,0,0,
A100100710,嘉義縣,新港鄉,829301.53,810031.18,827377.41,769390.62,923507.65,961058.24,1017381.28,999986.42,878729.65,860913.75,577695.76,218547.56,561243.7977,550580.3573,649805.8317,648670.0525,719941.9657,760608.4572,718417.3494,640384.2748,570324.4759,539882.0766,499212.0763,535681.0185,557263.23,569335.54,617545.84,640880.96,700887.83,736883.48,706294.24,672654.34,589752.23,561180.50,516217.43,516464.89,13,13,13,5329,5742,5763,126759,137775,119573,23787,23994,20748,9750.7,10598.1,9197.9,
A100100711,嘉義縣,新港鄉,534110.37,528964.27,579391.78,541719.70,616776.31,686706.02,725959.36,699802.48,619157.15,575111.27,426864.33,232681.78,435674.993,417897.4686,552793.1817,570783.4163,630473.8949,635388.4725,623236.4256,518207.1884,473214.1594,438070.9979,411891.8658,420664.8397,432585.01,432132.89,525349.44,563929.57,613787.64,615569.37,612719.47,544320.54,489333.91,455352.96,425922.71,405574.61,5,5,4,71,50,43,142,130,118,2004,2609,2749,28.5,26.1,29.6,
A100100801,嘉義縣,六腳鄉,515109.24,469691.43,530605.10,548278.01,623479.90,660603.69,735598.99,703887.09,633257.61,596098.63,517247.23,294316.04,420258.775,383906.916,479400.5305,495577.0947,563286.0985,588395.0592,621542.0738,553806.7455,488372.4708,490141.2781,403342.2531,454482.6018,417278.13,396984.47,455600.41,489626.31,548378.05,570041.78,611053.71,581714.02,505008.58,509477.42,417081.86,438179.25,13,8,10,201,164,212,435,430,469,2162,2622,2210,33.4,53.7,46.9,
A100100802,嘉義縣,六腳鄉,638209.06,582673.46,654360.02,674327.11,749875.47,782184.24,843788.10,806242.88,736395.07,701741.82,602980.45,342028.24,476673.4808,414873.1212,517703.662,531566.265,588042.928,624520.9208,657715.8165,585484.1658,526735.2657,538986.7186,464063.8878,507263.7031,473292.72,429005.52,492001.96,525183.33,572479.66,605040.80,646617.03,614987.72,544678.18,560249.82,479871.94,489066.97,10,8,9,97,55,56,259,144,137,2666,2611,2453,25.9,18,15.3,
A100100803,嘉義縣,六腳鄉,6059.06,5546.52,5858.52,5276.31,5372.20,5418.27,5662.68,5454.38,5120.64,5407.03,5361.72,2990.30,4264.153096,4650.368059,6370.160347,6375.110981,7208.30656,6309.083584,5880.837634,4764.33687,3737.774984,3912.837994,3654.704721,4006.948599,4233.91,4808.78,6053.91,6298.56,7017.53,6112.29,5781.60,5004.42,3865.10,4067.20,3779.20,3863.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A100100804,嘉義縣,六腳鄉,398424.96,378018.18,426367.10,396781.17,466256.72,544509.89,555731.03,542208.89,480105.84,445047.28,283466.42,97144.95,321662.0774,298534.1567,378387.0364,385901.8982,446261.1414,461244.7744,432332.0428,383644.2275,337207.1257,321632.118,300594.2799,305545.5522,319380.72,308703.54,359601.79,381268.07,434450.30,446857.58,425036.55,402976.72,348693.88,334320.55,310833.84,294584.92,5,5,5,95,103,111,262,397,156,2759,3854,1407,52.4,79.4,31.2,
